"Date","Action","Symbol","Description","Quantity","Price","Fees & Comm","Amount"
"01/31/2023","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","20.95","","",""
"01/30/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$5296.50"
"01/26/2023","Buy","COIN","TDA TRAN - Bought ...100 (COIN) @52.9650","100","$52.965","","-$5296.50"
"01/26/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$5370.62"
"01/25/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$7173.53"
"01/24/2023","Sell","COIN","TDA TRAN - Sold 99 (COIN) @54.2500","99","$54.25","$0.13","$5370.62"
"01/23/2023","Buy","GS","TDA TRAN - Bought 10 (GS) @345.4000","10","$345.40","","-$3454.00"
"01/23/2023","Sell","UAL","TDA TRAN - Sold 60 (UAL) @49.3800","60","$49.38","$0.08","$2962.72"
"01/23/2023","Sell","BABA","TDA TRAN - Sold 50 (BABA) @119.0400","50","$119.04","$0.15","$5951.85"
"01/23/2023","Sell","HUBS","TDA TRAN - Sold 5 (HUBS) @342.6001","5","$342.6001","$0.04","$1712.96"
"01/19/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$10168.74"
"01/18/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$4840.00"
"01/17/2023","Sell","UAL","TDA TRAN - Sold ...200 (UAL) @50.8450","200","$50.845","$0.26","$10168.74"
"01/13/2023","Buy","COIN","TDA TRAN - Bought ...100 (COIN) @48.4000","100","$48.40","","-$4840.00"
"01/13/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$84.81"
"01/12/2023","Foreign Tax Reclaim","","TDA TRAN - FOREIGN TAX WITHHELD (TSM)","","","","-$22.54"
"01/12/2023","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (TSM)","","","","$107.35"
"01/12/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3.50"
"01/11/2023","ADR Mgmt Fee","","TDA TRAN - ADR FEE (PDD)","","","","-$3.50"
"01/04/2023","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$5749.99"
"12/30/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","14.75","","",""
"12/30/2022","Buy","BABA","TDA TRAN - Bought 50 (BABA) @88.1000","50","$88.10","","-$4405.00"
"12/30/2022","Sell","FUTU","TDA TRAN - Sold ...245 (FUTU) @41.4500","245","$41.45","$0.26","$10154.99"
"12/27/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3095.72"
"12/22/2022","Buy","FUTU","TDA TRAN - Bought 50 (FUTU) @61.9144","50","$61.9144","","-$3095.72"
"12/22/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$6.00"
"12/22/2022","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (NVDA)","","","","$6.00"
"12/16/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$8481.99"
"12/14/2022","Sell","FUTU","TDA TRAN - Sold ...120 (FUTU) @70.6850","120","$70.685","$0.21","$8481.99"
"12/09/2022","Long Term Cap Gain","","TDA TRAN - LONG TERM GAIN DISTRIBUTION (FCNTX)","","","","$0.88"
"12/09/2022","Reinvest Shares","FCNTX","TDA TRAN - Bought 0.005 (FCNTX) @12.3200","0.005","$12.32","","-$0.06"
"12/09/2022","Reinvest Shares","FCNTX","TDA TRAN - Bought 0.071 (FCNTX) @12.3200","0.071","$12.32","","-$0.88"
"12/09/2022","Cash Dividend","","TDA TRAN - ORDINARY DIVIDEND (FCNTX)","","","","$0.06"
"12/07/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$3690.34"
"12/06/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$6498.19"
"12/05/2022","Sell","TSLA","TDA TRAN - Sold 20 (TSLA) @184.5209","20","$184.5209","$0.08","$3690.34"
"12/05/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$2359.84"
"12/02/2022","Sell","FUTU","TDA TRAN - Sold 30 (FUTU) @66.4700","30","$66.47","$0.05","$1994.05"
"12/02/2022","Sell","BABA","TDA TRAN - Sold 50 (BABA) @90.0850","50","$90.085","$0.11","$4504.14"
"12/01/2022","Buy","TSLA","TDA TRAN - Bought 20 (TSLA) @194.7050","20","$194.705","","-$3894.10"
"12/01/2022","Sell","HUBS","TDA TRAN - Sold 5 (HUBS) @306.8601","5","$306.8601","$0.04","$1534.26"
"11/30/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","11.91","","",""
"11/28/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$5293.39"
"11/23/2022","Buy","DDOG","TDA TRAN - Bought 70 (DDOG) @75.6199","70","$75.6199","","-$5293.39"
"11/15/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$8805.93"
"11/11/2022","Sell","BAND","TDA TRAN - Sold ...399 (BAND) @23.4059","399","$23.4059","$0.26","$9338.69"
"11/11/2022","Buy","WISH","TDA TRAN - Bought 1000 (WISH) @0.7744","1,000","$0.7744","","-$774.40"
"11/11/2022","Sell","EDU","TDA TRAN - Sold 9 (EDU) @26.8500","9","$26.85","$0.01","$241.64"
"10/31/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","11.23","","",""
"10/14/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$82.45"
"10/13/2022","Foreign Tax Reclaim","","TDA TRAN - FOREIGN TAX WITHHELD (TSM)","","","","-$21.92"
"10/13/2022","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (TSM)","","","","$104.37"
"09/30/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","5.05","","",""
"09/29/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$7.00"
"09/29/2022","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (NVDA)","","","","$7.00"
"09/16/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$4118.95"
"09/14/2022","Sell","TTD","TDA TRAN - Sold 65 (TTD) @63.3700","65","$63.37","$0.10","$4118.95"
"09/14/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$3580.05"
"09/12/2022","Sell","NVDA","TDA TRAN - Sold 25 (NVDA) @143.2050","25","$143.205","$0.08","$3580.05"
"09/07/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$2049.00"
"09/02/2022","Buy","NVDA","TDA TRAN - Bought 15 (NVDA) @136.6000","15","$136.60","","-$2049.00"
"09/02/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3394.00"
"08/31/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","3.43","","",""
"08/31/2022","Buy","HUBS","TDA TRAN - Bought 10 (HUBS) @339.4000","10","$339.40","","-$3394.00"
"08/30/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$4938.92"
"08/29/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$4882.64"
"08/26/2022","Sell","SNOW","TDA TRAN - Sold 25 (SNOW) @197.5611","25","$197.5611","$0.11","$4938.92"
"08/25/2022","Sell","SNOW","TDA TRAN - Sold 25 (SNOW) @195.3100","25","$195.31","$0.11","$4882.64"
"08/25/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$4501.00"
"08/23/2022","Buy","BABA","TDA TRAN - Bought 50 (BABA) @90.0200","50","$90.02","","-$4501.00"
"08/16/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$3680.01"
"08/12/2022","Sell","AFRM","TDA TRAN - Sold ...100 (AFRM) @36.8010","100","$36.801","$0.09","$3680.01"
"08/12/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$5261.88"
"08/10/2022","Sell","TSLA","TDA TRAN - Sold 6 (TSLA) @877.0000","6","$877.00","$0.12","$5261.88"
"08/09/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$2449.73"
"08/08/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$5548.25"
"08/05/2022","Sell","EDU","TDA TRAN - Sold 90 (EDU) @27.2200","90","$27.22","$0.07","$2449.73"
"08/05/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$2475.00"
"08/04/2022","Sell","TSLA","TDA TRAN - Sold 6 (TSLA) @924.7301","6","$924.7301","$0.13","$5548.25"
"08/03/2022","Buy","PDD","TDA TRAN - Bought 50 (PDD) @49.5000","50","$49.50","","-$2475.00"
"07/29/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","1.87","","",""
"07/15/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$87.52"
"07/14/2022","Foreign Tax Reclaim","","TDA TRAN - FOREIGN TAX WITHHELD (TSM)","","","","-$23.26"
"07/14/2022","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (TSM)","","","","$110.78"
"07/01/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$4275.60"
"07/01/2022","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (NVDA)","","","","$6.40"
"06/30/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.68","","",""
"06/29/2022","Buy","EDU","TDA TRAN - Bought ...100 (EDU) @19.7000","100","$19.70","","-$1970.00"
"06/29/2022","Buy","BABA","TDA TRAN - Bought 20 (BABA) @115.6000","20","$115.60","","-$2312.00"
"06/21/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$1651.12"
"06/16/2022","Buy","BAND","TDA TRAN - Bought ...100 (BAND) @16.5112","100","$16.5112","","-$1651.12"
"06/06/2022","Journaled Shares","AMZN","TDA TRAN - STOCK SPLIT (AMZN)","228","","",""
"06/06/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3530.00"
"06/02/2022","Buy","AFRM","TDA TRAN - Bought 50 (AFRM) @25.9000","50","$25.90","","-$1295.00"
"06/02/2022","Buy","BAND","TDA TRAN - Bought ...100 (BAND) @22.3500","100","$22.35","","-$2235.00"
"06/01/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$1111.20"
"05/31/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.17","","",""
"05/31/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.29","","",""
"05/27/2022","Buy","ROKU","TDA TRAN - Bought 12 (ROKU) @92.6000","12","$92.60","","-$1111.20"
"05/26/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$6587.76"
"05/24/2022","Buy","TSLA","TDA TRAN - Bought 3 (TSLA) @626.5500","3","$626.55","","-$1879.65"
"05/24/2022","Buy","AFRM","TDA TRAN - Bought 50 (AFRM) @20.7231","50","$20.7231","","-$1036.16"
"05/24/2022","Buy","SNOW","TDA TRAN - Bought 15 (SNOW) @130.0500","15","$130.05","","-$1950.75"
"05/24/2022","Buy","DDOG","TDA TRAN - Bought 20 (DDOG) @86.0600","20","$86.06","","-$1721.20"
"05/24/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3980.25"
"05/23/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$5999.95"
"05/20/2022","Buy","SNOW","TDA TRAN - Bought 10 (SNOW) @140.2300","10","$140.23","","-$1402.30"
"05/20/2022","Buy","NVDA","TDA TRAN - Bought 10 (NVDA) @163.7700","10","$163.77","","-$1637.70"
"05/20/2022","Buy","DDOG","TDA TRAN - Bought 10 (DDOG) @94.0250","10","$94.025","","-$940.25"
"05/19/2022","Buy","UAL","TDA TRAN - Bought 40 (UAL) @44.5000","40","$44.50","","-$1780.00"
"05/19/2022","Buy","WISH","TDA TRAN - Bought ...500 (WISH) @1.6399","500","$1.6399","","-$819.95"
"05/19/2022","Buy","NVDA","TDA TRAN - Bought 20 (NVDA) @170.0000","20","$170.00","","-$3400.00"
"05/19/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$4597.39"
"05/18/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$3610.42"
"05/17/2022","Buy","AMZN","TDA TRAN - Bought 2 (AMZN) @2,298.6971","2","$2298.6971","","-$4597.39"
"05/17/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$10085.00"
"05/16/2022","Sell","AAPL","TDA TRAN - Sold 25 (AAPL) @144.4200","25","$144.42","$0.08","$3610.42"
"05/16/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$1408.85"
"05/13/2022","Buy","SNOW","TDA TRAN - Bought 15 (SNOW) @153.0000","15","$153.00","","-$2295.00"
"05/13/2022","Buy","AAPL","TDA TRAN - Bought 25 (AAPL) @146.0000","25","$146.00","","-$3650.00"
"05/13/2022","Buy","UAL","TDA TRAN - Bought 50 (UAL) @43.0000","50","$43.00","","-$2150.00"
"05/13/2022","Buy","BAND","TDA TRAN - Bought ...100 (BAND) @19.9000","100","$19.90","","-$1990.00"
"05/13/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$2924.90"
"05/12/2022","Buy","SNOW","TDA TRAN - Bought 10 (SNOW) @140.8850","10","$140.885","","-$1408.85"
"05/12/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$2187.25"
"05/11/2022","Buy","TSLA","TDA TRAN - Bought 4 (TSLA) @731.2250","4","$731.225","","-$2924.90"
"05/10/2022","Buy","TTD","TDA TRAN - Bought 50 (TTD) @43.7450","50","$43.745","","-$2187.25"
"05/10/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3.50"
"05/09/2022","ADR Mgmt Fee","","TDA TRAN - ADR FEE (BABA)","","","","-$3.50"
"05/09/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$2711.75"
"05/05/2022","Buy","DDOG","TDA TRAN - Bought 25 (DDOG) @108.4700","25","$108.47","","-$2711.75"
"05/02/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$1970.00"
"04/29/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.47","","",""
"04/28/2022","Buy","NVDA","TDA TRAN - Bought 10 (NVDA) @197.0000","10","$197.00","","-$1970.00"
"04/27/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$23612.30"
"04/25/2022","Buy","PYPL","TDA TRAN - Bought 20 (PYPL) @87.7500","20","$87.75","","-$1755.00"
"04/25/2022","Sell","GS","TDA TRAN - Sold 55 (GS) @316.2200","55","$316.22","$0.10","$17392.00"
"04/25/2022","Sell","AAPL","TDA TRAN - Sold 50 (AAPL) @159.5070","50","$159.507","$0.05","$7975.30"
"04/25/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$5056.70"
"04/21/2022","Buy","TSLA","TDA TRAN - Bought 5 (TSLA) @1,011.3400","5","$1011.34","","-$5056.70"
"04/21/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3505.65"
"04/19/2022","Buy","ROKU","TDA TRAN - Bought 30 (ROKU) @116.8550","30","$116.855","","-$3505.65"
"04/19/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$2960.80"
"04/18/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$90.18"
"04/14/2022","Foreign Tax Reclaim","","TDA TRAN - FOREIGN TAX WITHHELD (TSM)","","","","-$23.97"
"04/14/2022","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (TSM)","","","","$114.15"
"04/14/2022","Buy","BAND","TDA TRAN - Bought ...100 (BAND) @29.6080","100","$29.608","","-$2960.80"
"04/13/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$4999.96"
"04/11/2022","Sell","BABA","TDA TRAN - Sold 50 (BABA) @100.0000","50","$100.00","$0.04","$4999.96"
"03/31/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.3","","",""
"03/31/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$11016.89"
"03/30/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$110.00"
"03/30/2022","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (GS)","","","","$110.00"
"03/29/2022","Sell","TSLA","TDA TRAN - Sold 10 (TSLA) @1,101.6950","10","$1101.695","$0.06","$11016.89"
"03/29/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$10467.24"
"03/25/2022","Sell","AAPL","TDA TRAN - Sold 60 (AAPL) @174.4550","60","$174.455","$0.06","$10467.24"
"03/24/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$4.80"
"03/24/2022","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (NVDA)","","","","$4.80"
"03/18/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$2979.00"
"03/16/2022","Buy","FUTU","TDA TRAN - Bought 90 (FUTU) @33.1000","90","$33.10","","-$2979.00"
"03/09/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$6.10"
"03/08/2022","ADR Mgmt Fee","","TDA TRAN - ADR FEE (FUTU)","","","","-$6.10"
"02/28/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.41","","",""
"02/28/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$15764.34"
"02/24/2022","Buy","ROKU","TDA TRAN - Bought 20 (ROKU) @135.5700","20","$135.57","","-$2711.40"
"02/24/2022","Buy","PYPL","TDA TRAN - Bought 40 (PYPL) @104.7547","40","$104.7547","","-$4190.19"
"02/24/2022","Buy","FUTU","TDA TRAN - Bought 50 (FUTU) @40.7312","50","$40.7312","","-$2036.56"
"02/24/2022","Buy","UBER","TDA TRAN - Bought 25 (UBER) @34.8400","25","$34.84","","-$871.00"
"02/24/2022","Buy","TSM","TDA TRAN - Bought 10 (TSM) @111.3400","10","$111.34","","-$1113.40"
"02/24/2022","Buy","AAPL","TDA TRAN - Bought 30 (AAPL) @161.3931","30","$161.3931","","-$4841.79"
"02/16/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$2415.00"
"02/14/2022","Buy","ROKU","TDA TRAN - Bought 15 (ROKU) @161.0000","15","$161.00","","-$2415.00"
"02/11/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$1560.00"
"02/10/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$17.60"
"02/10/2022","Qual Div Reinvest","","TDA TRAN - QUALIFIED DIVIDEND (AAPL)","","","","$17.60"
"02/09/2022","Buy","TTD","TDA TRAN - Bought 20 (TTD) @78.0000","20","$78.00","","-$1560.00"
"02/09/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$3231.78"
"02/08/2022","Long Term Cap Gain","","TDA TRAN - LONG TERM GAIN DISTRIBUTION (FCNTX)","","","","$0.16"
"02/08/2022 as of 02/07/2022","Reinvest Shares","FCNTX","TDA TRAN - Bought 0.01 (FCNTX) @16.7100","0.01","$16.71","","-$0.16"
"02/07/2022","Buy","TSM","TDA TRAN - Bought 10 (TSM) @122.7700","10","$122.77","","-$1227.70"
"02/07/2022","Buy","UAL","TDA TRAN - Bought 45 (UAL) @44.5350","45","$44.535","","-$2004.08"
"02/02/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES REDEMPTION (MMDA1) BANK SWEEP WITHDRAWAL","","","","-$1774.44"
"01/31/2022","Journaled Shares","MMDA1","TDA TRAN - CASH ALTERNATIVES INTEREST (MMDA1)","0.37","","",""
"01/31/2022","Buy","GS","TDA TRAN - Bought 5 (GS) @354.8888","5","$354.8888","","-$1774.44"
"01/26/2022","Journaled Shares","","TDA TRAN - CASH ALTERNATIVES PURCHASE (MMDA1) BANK SWEEP DEPOSIT","","","","$22076.82"
"01/24/2022","Sell","XLE","TDA TRAN - Sold ...260 (XLE) @61.0450","260","$61.045","$0.11","$15871.59"
"01/24/2022","Sell","XLRE","TDA TRAN - Sold ...135 (XLRE) @45.9650","135","$45.965","$0.05","$6205.23"
