"Realized Gain/Loss - Lot Details for All_Accounts as of Sat Mar 14  23:31:15 EDT 2026 from 01/01/2024 to 03/14/2026","","","","","","","","","","","","","","","","","","","","","","","",""
"Trading Book ...005","","","","","","","","","","","","","","","","","","","","","","","",""
"Symbol","Name","Closed Date","Opened Date","Quantity","Proceeds Per Share","Cost Per Share","Proceeds","Cost Basis (CB)","Gain/Loss ($)","Gain/Loss (%)","Long Term Gain/Loss","Short Term Gain/Loss","Term","Unadjusted Cost Basis","Wash Sale?","Disallowed Loss","Transaction Closed Date","Transaction Cost Basis","Total Transaction Gain/Loss ($)","Total Transaction Gain/Loss (%)","LT Transaction Gain/Loss ($)","LT Transaction Gain/Loss (%)","ST Transaction Gain/Loss ($)","ST Transaction Gain/Loss (%)"
"ORCL","ORACLE CORP","01/27/2026","09/25/2025","1","$177.86","$318.88","$177.86","$318.88","-$141.02","-44.223532363271%","","-$141.02","Short Term","$318.88","No","","01/27/2026","$205.24","-$27.38","-13.340479438706%","","","-$27.38","-13.340479438705904%"
"QBTS","D-WAVE QUANTUM INC","01/27/2026","01/27/2026","50","$24.03","$24.89","$1,201.74","$1,244.55","-$42.81","-3.439797517175%","","-$42.81","Short Term","$1,244.55","No","","01/27/2026","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","01/27/2026","01/20/2026","50","$24.03","$26.57","$1,201.74","$1,328.25","-$126.51","-9.524562394128%","","-$126.51","Short Term","$1,328.25","No","","01/27/2026","","","","","","",""
"QBTS","D-WAVE QUANTUM INC","01/27/2026","01/12/2026","100","$24.03","$28.30","$2,403.48","$2,830.00","-$426.52","-15.071378091873%","","-$426.52","Short Term","$2,830.00","No","","01/27/2026","","","","","","",""
"INTC","INTEL CORP","01/22/2026","01/20/2026","100","$48.31","$47.80","$4,831.01","$4,780.00","$51.01","1.067154811715%","","$51.01","Short Term","$4,780.00","No","","01/22/2026","","","","","","",""
"ORCL","ORACLE CORP","01/21/2026","01/12/2026","29","$175.89","$205.24","$5,100.80","$5,951.96","-$851.16","-14.300499331313%","","-$851.16","Short Term","$5,951.96","No","","01/21/2026","$6,233.06","-$956.37","-15.343507041485%","","","-$956.37","-15.34350704148524%"
"ORCL","ORACLE CORP","01/21/2026","09/25/2025","1","$175.89","$289.53","$175.89","$289.53","$0.00","0%","","$0.00","Short Term","$289.53","Yes","$113.64","01/21/2026","$6,233.06","-$956.37","-15.343507041485%","","","-$956.37","-15.34350704148524%"
"SHOP","SHOPIFY INC CLASS A","01/21/2026","01/14/2026","25","$138.70","$160.48","$3,467.50","$4,011.93","$0.00","0%","","$0.00","Short Term","$4,011.93","Yes","$544.43","01/21/2026","$3,940.43","-$472.93","-12.001989630573%","","","-$472.93","-12.001989630573313%"
"GLD","SPDR GOLD SHARES ETF","01/20/2026","01/20/2026","40","$434.21","$433.32","$17,368.43","$17,332.80","$35.63","0.205564017354%","","$35.63","Short Term","$17,332.80","No","","01/20/2026","","","","","","",""
"INTC","INTEL CORP","01/20/2026","01/20/2026","100","$47.97","$47.80","$4,797.32","$4,780.00","$17.32","0.362343096234%","","$17.32","Short Term","$4,780.00","No","","01/20/2026","","","","","","",""
"IWM","ISHARES RUSSELL 2000 ETF","01/20/2026","01/16/2026","25","$261.70","$266.85","$6,542.50","$6,671.34","$0.00","0%","","$0.00","Short Term","$6,671.34","Yes","$128.84","01/20/2026","","","","","","",""
"IWM","ISHARES RUSSELL 2000 ETF","01/20/2026","01/15/2026","20","$261.70","$263.79","$5,234.00","$5,275.79","$0.00","0%","","$0.00","Short Term","$5,275.79","Yes","$41.79","01/20/2026","","","","","","",""
"IWM","ISHARES RUSSELL 2000 ETF","01/20/2026","01/14/2026","24","$261.70","$261.46","$6,280.81","$6,274.94","$5.87","0.093546711204%","","$5.87","Short Term","$6,274.94","No","","01/20/2026","","","","","","",""
"MU","MICRON TECHNOLOGY IN","01/20/2026","01/15/2026","30","$358.50","$344.68","$10,754.99","$10,340.40","$414.59","4.009419364821%","","$414.59","Short Term","$10,340.40","No","","01/20/2026","","","","","","",""
"SHOP","SHOPIFY INC CLASS A","01/20/2026","01/14/2026","25","$151.17","$160.48","$3,779.17","$4,011.93","$0.00","0%","","$0.00","Short Term","$4,011.93","Yes","$232.76","01/20/2026","$3,940.43","-$161.26","-4.092446763424%","","","-$161.26","-4.092446763424296%"
"BILI","BILIBILI INC ADR","01/16/2026","01/14/2026","100","$32.21","$33.31","$3,221.48","$3,330.65","-$108.08","-3.245012234849%","","-$108.08","Short Term","$3,330.65","Yes","$1.09","01/16/2026","","","","","","",""
"BILI","BILIBILI INC ADR","01/16/2026","01/12/2026","99","$32.21","$31.85","$3,189.27","$3,153.15","$36.12","1.145521145521%","","$36.12","Short Term","$3,153.15","No","","01/16/2026","","","","","","",""
"DASH","DOORDASH INC A","01/16/2026","01/14/2026","50","$205.84","$211.80","$10,291.99","$10,590.00","$0.00","0%","","$0.00","Short Term","$10,590.00","Yes","$298.01","01/16/2026","","","","","","",""
"SHOP","SHOPIFY INC CLASS A","01/16/2026","01/15/2026","50","$155.81","$158.67","$7,790.45","$7,933.45","$0.00","0%","","$0.00","Short Term","$7,933.45","Yes","$143.00","01/16/2026","","","","","","",""
"AMD","ADVANCED MICRO DEVIC","01/14/2026","01/09/2026","100","$216.14","$205.71","$21,613.98","$20,570.99","$1,042.99","5.07019837159%","","$1,042.99","Short Term","$20,570.99","No","","01/14/2026","","","","","","",""
"DASH","DOORDASH INC A","01/13/2026","11/10/2025","34","$210.19","$206.86","$7,146.45","$7,033.16","$113.29","1.61079799123%","","$113.29","Short Term","$7,033.16","No","","01/13/2026","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","01/13/2026","11/26/2025","30","$181.50","$172.49","$5,444.99","$5,174.73","$270.26","5.222687947004%","","$270.26","Short Term","$5,174.73","No","","01/13/2026","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","01/13/2026","11/14/2025","30","$181.50","$173.39","$5,445.00","$5,201.69","$243.31","4.677518268101%","","$243.31","Short Term","$5,201.69","No","","01/13/2026","","","","","","",""
"QQQ","INVESCO QQQ TR","01/13/2026","01/06/2026","20","$624.56","$623.40","$12,491.20","$12,467.92","$23.28","0.186719196145%","","$23.28","Short Term","$12,467.92","No","","01/13/2026","","","","","","",""
"BABA","ALIBABA GROUP HLDG L ADR","01/12/2026","10/17/2025","20","$166.00","$166.03","$3,320.00","$3,320.58","$0.00","0%","","$0.00","Short Term","$3,320.58","Yes","$0.58","01/12/2026","$3,159.80","$160.20","5.069941135515%","","","$160.20","5.069941135514906%"
"UNH","UNITEDHEALTH GROUP I","01/12/2026","09/18/2025","1","$339.92","$343.70","$339.92","$343.70","-$3.78","-1.099796334012%","","-$3.78","Short Term","$343.70","No","","01/12/2026","","","","","","",""
"CCCX","CHURCHILL CAPITAL A","01/09/2026","10/27/2025","90","$19.25","$21.35","$1,732.26","$1,921.65","-$189.39","-9.855592849895%","","-$189.39","Short Term","$1,921.65","No","","01/09/2026","","","","","","",""
"CCCX","CHURCHILL CAPITAL A","01/09/2026","10/15/2025","100","$19.25","$22.39","$1,924.74","$2,238.98","-$314.24","-14.034962348927%","","-$314.24","Short Term","$2,238.98","No","","01/09/2026","","","","","","",""
"CCCX","CHURCHILL CAPITAL A","01/09/2026","10/10/2025","10","$19.25","$24.10","$192.47","$241.00","-$48.53","-20.136929460581%","","-$48.53","Short Term","$241.00","No","","01/09/2026","","","","","","",""
"CCCX","CHURCHILL CAPITAL A","01/09/2026","11/07/2025","100","$18.83","$17.89","$1,883.14","$1,788.79","$94.35","5.274515175062%","","$94.35","Short Term","$1,788.79","No","","01/09/2026","","","","","","",""
"CCCX","CHURCHILL CAPITAL A","01/09/2026","11/05/2025","100","$18.83","$17.82","$1,883.14","$1,781.50","$101.64","5.705304518664%","","$101.64","Short Term","$1,781.50","No","","01/09/2026","","","","","","",""
"CCCX","CHURCHILL CAPITAL A","01/09/2026","10/27/2025","10","$18.83","$21.35","$188.31","$213.52","-$25.21","-11.806856500562%","","-$25.21","Short Term","$213.52","No","","01/09/2026","","","","","","",""
"DASH","DOORDASH INC A","01/09/2026","11/10/2025","35","$213.51","$206.86","$7,472.84","$7,240.03","$232.81","3.21559441052%","","$232.81","Short Term","$7,240.03","No","","01/09/2026","","","","","","",""
"META","META PLATFORMS INC A","01/08/2026","11/02/2025","1","$645.44","$615.92","$645.44","$615.92","$29.52","4.792830237693%","","$29.52","Short Term","$615.92","No","","01/08/2026","$608.47","$36.97","6.075895278321%","","","$36.97","6.075895278321034%"
"MU","MICRON TECHNOLOGY IN","01/08/2026","11/17/2025","5","$334.52","$241.53","$1,672.60","$1,207.67","$464.93","38.498099646427%","","$464.93","Short Term","$1,207.67","No","","01/08/2026","$4,677.68","$2,012.72","43.028167809683%","","","$2,012.72","43.02816780968344%"
"MU","MICRON TECHNOLOGY IN","01/08/2026","11/10/2025","10","$334.52","$240.11","$3,345.20","$2,401.10","$944.10","39.319478572321%","","$944.10","Short Term","$2,401.10","No","","01/08/2026","$4,677.68","$2,012.72","43.028167809683%","","","$2,012.72","43.02816780968344%"
"MU","MICRON TECHNOLOGY IN","01/08/2026","11/07/2025","5","$334.52","$238.24","$1,672.60","$1,191.22","$481.38","40.410671412501%","","$481.38","Short Term","$1,191.22","No","","01/08/2026","$4,677.68","$2,012.72","43.028167809683%","","","$2,012.72","43.02816780968344%"
"MU","MICRON TECHNOLOGY IN","01/08/2026","11/23/2025","10","$329.84","$226.87","$3,298.40","$2,268.69","$1,029.71","45.387867006951%","","$1,029.71","Short Term","$2,268.69","No","","01/08/2026","$3,384.04","$1,563.56","46.203945579839%","","","$1,563.56","46.20394557983948%"
"MU","MICRON TECHNOLOGY IN","01/08/2026","11/07/2025","5","$329.84","$238.24","$1,649.20","$1,191.21","$457.99","38.447460985049%","","$457.99","Short Term","$1,191.21","No","","01/08/2026","$3,384.04","$1,563.56","46.203945579839%","","","$1,563.56","46.20394557983948%"
"FUTU","FUTU HLDGS LTD ADR","01/07/2026","11/13/2025","30","$178.26","$182.86","$5,347.95","$5,485.80","-$137.85","-2.512851361697%","","-$137.85","Short Term","$5,485.80","No","","01/07/2026","","","","","","",""
"FUTU","FUTU HLDGS LTD ADR","01/07/2026","11/10/2025","40","$178.26","$188.29","$7,130.59","$7,531.76","-$401.17","-5.326377898393%","","-$401.17","Short Term","$7,531.76","No","","01/07/2026","","","","","","",""
"AMD","ADVANCED MICRO DEVIC","01/06/2026","12/18/2025","10","$213.20","$202.42","$2,132.00","$2,024.16","$107.84","5.32764208363%","","$107.84","Short Term","$2,024.16","No","","01/06/2026","$10,089.97","$570.02","5.649372594765%","","","$570.02","5.649372594764889%"
"AMD","ADVANCED MICRO DEVIC","01/06/2026","12/18/2025","40","$213.20","$205.65","$8,527.99","$8,225.94","$302.05","3.671920777443%","","$302.05","Short Term","$8,225.94","No","","01/06/2026","$10,089.97","$570.02","5.649372594765%","","","$570.02","5.649372594764889%"
"AMD","ADVANCED MICRO DEVIC","01/06/2026","12/18/2025","10","$211.97","$202.42","$2,119.70","$2,024.16","$95.54","4.71998261007%","","$95.54","Short Term","$2,024.16","No","","01/06/2026","","","","","","",""
"AMD","ADVANCED MICRO DEVIC","01/06/2026","12/18/2025","10","$211.97","$201.65","$2,119.70","$2,016.45","$103.25","5.120384834734%","","$103.25","Short Term","$2,016.45","No","","01/06/2026","","","","","","",""
"AMD","ADVANCED MICRO DEVIC","01/05/2026","01/05/2026","40","$222.27","$226.27","$8,890.79","$9,050.92","$0.00","0%","","$0.00","Short Term","$9,050.92","Yes","$160.13","01/05/2026","","","","","","",""
"AMD","ADVANCED MICRO DEVIC","01/05/2026","12/18/2025","30","$222.27","$202.42","$6,668.10","$6,072.47","$595.63","9.808693991078%","","$595.63","Short Term","$6,072.47","No","","01/05/2026","","","","","","",""
"MU","MICRON TECHNOLOGY IN","01/05/2026","11/17/2025","5","$313.53","$241.54","$1,567.65","$1,207.68","$359.97","29.806736883943%","","$359.97","Short Term","$1,207.68","No","","01/05/2026","$6,038.38","$1,799.87","29.80716682289%","","","$1,799.87","29.8071668228896%"
"MU","MICRON TECHNOLOGY IN","01/05/2026","11/06/2025","20","$313.53","$247.47","$6,270.60","$4,949.37","$1,321.23","26.694912685857%","","$1,321.23","Short Term","$4,949.37","No","","01/05/2026","$6,038.38","$1,799.87","29.80716682289%","","","$1,799.87","29.8071668228896%"
"UBER","UBER TECHNOLOGIES IN","12/31/2025","10/29/2025","60","$81.67","$105.80","$4,900.11","$6,348.21","-$1,448.10","-22.811154640442%","","-$1,448.10","Short Term","$6,348.21","No","","12/31/2025","$8,378.10","-$946.27","-11.294565593631%","","","-$946.27","-11.294565593631026%"
"UBER","UBER TECHNOLOGIES IN","12/31/2025","10/29/2025","20","$81.67","$105.51","$1,633.37","$2,110.27","-$476.90","-22.59900391893%","","-$476.90","Short Term","$2,110.27","No","","12/31/2025","$8,378.10","-$946.27","-11.294565593631%","","","-$946.27","-11.294565593631026%"
"UBER","UBER TECHNOLOGIES IN","12/31/2025","10/23/2025","10","$81.67","$105.59","$816.68","$1,055.93","-$239.25","-22.657751934314%","","-$239.25","Short Term","$1,055.93","No","","12/31/2025","$8,378.10","-$946.27","-11.294565593631%","","","-$946.27","-11.294565593631026%"
"UBER","UBER TECHNOLOGIES IN","12/31/2025","08/04/2025","1","$81.67","$87.70","$81.67","$87.70","-$6.03","-6.875712656784%","","-$6.03","Short Term","$87.70","No","","12/31/2025","$8,378.10","-$946.27","-11.294565593631%","","","-$946.27","-11.294565593631026%"
"BMNR","BITMINE IMMERSION TE","12/30/2025","10/13/2025","91","$28.75","$55.98","$2,616.55","$5,094.18","-$2,477.63","-48.6364832024%","","-$2,477.63","Short Term","$5,094.18","No","","12/30/2025","$5,651.27","-$2,747.19","-48.611904934643%","","","-$2,747.19","-48.61190493464301%"
"BMNR","BITMINE IMMERSION TE","12/30/2025","09/28/2025","9","$28.75","$57.28","$258.78","$515.52","-$256.74","-49.802141527002%","","-$256.74","Short Term","$515.52","No","","12/30/2025","$5,651.27","-$2,747.19","-48.611904934643%","","","-$2,747.19","-48.61190493464301%"
"BMNR","BITMINE IMMERSION TE","12/30/2025","09/22/2025","1","$28.75","$54.57","$28.75","$54.57","-$25.82","-47.31537474803%","","-$25.82","Short Term","$54.57","No","","12/30/2025","$5,651.27","-$2,747.19","-48.611904934643%","","","-$2,747.19","-48.61190493464301%"
"FIG","FIGMA INC A","12/30/2025","10/24/2025","30","$38.26","$54.70","$1,147.84","$1,640.85","-$493.01","-30.046012737301%","","-$493.01","Short Term","$1,640.85","No","","12/30/2025","","","","","","",""
"FIG","FIGMA INC A","12/30/2025","10/08/2025","30","$38.26","$68.60","$1,147.85","$2,058.00","-$910.15","-44.224975704568%","","-$910.15","Short Term","$2,058.00","No","","12/30/2025","","","","","","",""
"PDD","PDD HOLDINGS INC ADR ADR","12/30/2025","12/09/2024","1","$114.19","$112.10","$114.19","$112.10","$2.09","1.864406779661%","$2.09","","Long Term","$112.10","No","","12/30/2025","$109.75","$4.44","4.04555808656%","$4.44","4.045558086560365%","",""
"TTD","THE TRADE DESK INC CLASS A","12/30/2025","10/13/2025","100","$38.58","$52.95","$3,858.33","$5,294.76","$0.00","0%","","$0.00","Short Term","$5,294.76","Yes","$1,436.43","12/30/2025","","","","","","",""
"TTD","THE TRADE DESK INC CLASS A","12/30/2025","08/22/2025","250","$38.58","$53.41","$9,645.81","$13,352.50","-$2,965.35","-22.208200711477%","","-$2,965.35","Short Term","$13,352.50","Yes","$741.34","12/30/2025","","","","","","",""
"KKR","KKR & CO INC","12/22/2025","10/03/2025","10","$131.64","$127.34","$1,316.39","$1,273.40","$42.99","3.376001256479%","","$42.99","Short Term","$1,273.40","No","","12/22/2025","","","","","","",""
"KKR","KKR & CO INC","12/22/2025","09/24/2025","20","$131.64","$138.31","$2,632.80","$2,766.20","-$133.40","-4.822500180753%","","-$133.40","Short Term","$2,766.20","No","","12/22/2025","","","","","","",""
"KKR","KKR & CO INC","12/22/2025","08/19/2025","20","$131.64","$139.38","$2,632.80","$2,787.70","-$154.90","-5.556551996269%","","-$154.90","Short Term","$2,787.70","No","","12/22/2025","","","","","","",""
"KKR","KKR & CO INC","12/22/2025","08/04/2025","50","$131.64","$146.00","$6,581.99","$7,299.99","-$574.40","-7.868503929457%","","-$574.40","Short Term","$7,299.99","Yes","$143.60","12/22/2025","","","","","","",""
"COIN","COINBASE GLOBAL INC A","12/19/2025","12/11/2025","100","$240.96","$266.27","$24,095.98","$26,626.92","-$2,530.94","-9.505192489405%","","-$2,530.94","Short Term","$26,626.92","No","","12/19/2025","","","","","","",""
"DASH","DOORDASH INC A","12/17/2025","11/17/2025","100","$223.54","$209.00","$22,353.98","$20,900.00","$1,453.98","6.956842105263%","","$1,453.98","Short Term","$20,900.00","No","","12/17/2025","","","","","","",""
"KKR","KKR & CO INC","12/16/2025","09/18/2025","30","$133.30","$146.55","$3,998.99","$4,396.50","-$397.51","-9.041510292278%","","-$397.51","Short Term","$4,396.50","No","","12/16/2025","","","","","","",""
"KKR","KKR & CO INC","12/16/2025","08/04/2025","10","$133.30","$146.00","$1,333.00","$1,460.00","-$127.00","-8.698630136986%","","-$127.00","Short Term","$1,460.00","No","","12/16/2025","","","","","","",""
"KKR","KKR & CO INC","12/16/2025","07/30/2025","60","$133.30","$152.39","$7,997.99","$9,143.40","-$1,145.41","-12.527178073802%","","-$1,145.41","Short Term","$9,143.40","No","","12/16/2025","","","","","","",""
"META","META PLATFORMS INC A","12/12/2025","11/05/2025","5","$640.66","$638.97","$3,203.30","$3,194.85","$8.45","0.264488160634%","","$8.45","Short Term","$3,194.85","No","","12/12/2025","$8,734.50","$234.75","2.687618066289%","","","$234.75","2.6876180662888545%"
"META","META PLATFORMS INC A","12/12/2025","11/02/2025","3","$640.66","$615.93","$1,921.99","$1,847.78","$74.21","4.016170756259%","","$74.21","Short Term","$1,847.78","No","","12/12/2025","$8,734.50","$234.75","2.687618066289%","","","$234.75","2.6876180662888545%"
"META","META PLATFORMS INC A","12/12/2025","11/02/2025","1","$640.66","$622.50","$640.66","$622.50","$18.16","2.917269076305%","","$18.16","Short Term","$622.50","No","","12/12/2025","$8,734.50","$234.75","2.687618066289%","","","$234.75","2.6876180662888545%"
"META","META PLATFORMS INC A","12/12/2025","11/01/2025","4","$640.66","$616.54","$2,562.64","$2,466.16","$96.48","3.912154929121%","","$96.48","Short Term","$2,466.16","No","","12/12/2025","$8,734.50","$234.75","2.687618066289%","","","$234.75","2.6876180662888545%"
"META","META PLATFORMS INC A","12/12/2025","07/30/2025","1","$640.66","$761.93","$640.66","$761.93","-$121.27","-15.916160277191%","","-$121.27","Short Term","$761.93","No","","12/12/2025","$8,734.50","$234.75","2.687618066289%","","","$234.75","2.6876180662888545%"
"COIN","COINBASE GLOBAL INC A","12/11/2025","11/19/2025","100","$268.22","$262.90","$26,821.98","$26,290.50","$531.48","2.021566725623%","","$531.48","Short Term","$26,290.50","No","","12/11/2025","","","","","","",""
"UBER","UBER TECHNOLOGIES IN","12/10/2025","10/29/2025","90","$82.85","$96.64","$7,456.48","$8,697.90","-$137.94","-1.585900044838%","","-$137.94","Short Term","$8,697.90","Yes","$1,103.48","12/10/2025","$9,367.63","-$1,082.65","-11.557352286544%","","","-$1,082.65","-11.557352286544205%"
"UBER","UBER TECHNOLOGIES IN","12/10/2025","10/23/2025","10","$82.85","$94.90","$828.50","$949.03","$0.00","0%","","$0.00","Short Term","$949.03","Yes","$120.53","12/10/2025","$9,367.63","-$1,082.65","-11.557352286544%","","","-$1,082.65","-11.557352286544205%"
"META","META PLATFORMS INC A","12/01/2025","11/02/2025","5","$638.40","$645.85","$3,191.99","$3,229.24","$0.00","0%","","$0.00","Short Term","$3,229.24","Yes","$37.25","12/01/2025","$9,658.17","-$82.20","-0.851092908905%","","","-$82.20","-0.8510929089051031%"
"META","META PLATFORMS INC A","12/01/2025","11/01/2025","9","$638.40","$639.89","$5,745.58","$5,759.00","-$7.46","-0.129536377843%","","-$7.46","Short Term","$5,759.00","Yes","$5.96","12/01/2025","$9,658.17","-$82.20","-0.851092908905%","","","-$82.20","-0.8510929089051031%"
"META","META PLATFORMS INC A","12/01/2025","07/30/2025","1","$638.40","$761.36","$638.40","$761.36","$0.00","0%","","$0.00","Short Term","$761.36","Yes","$122.96","12/01/2025","$9,658.17","-$82.20","-0.851092908905%","","","-$82.20","-0.8510929089051031%"
"CRWV","COREWEAVE INC CLASS A","11/25/2025","11/04/2025","9","$67.16","$113.49","$604.43","$1,021.42","-$416.99","-40.824538387735%","","-$416.99","Short Term","$1,021.42","No","","11/25/2025","$5,455.31","-$2,365.96","-43.369854325419%","","","-$2,365.96","-43.369854325418714%"
"CRWV","COREWEAVE INC CLASS A","11/25/2025","11/03/2025","11","$67.16","$122.53","$738.76","$1,347.85","-$609.09","-45.189746633527%","","-$609.09","Short Term","$1,347.85","No","","11/25/2025","$5,455.31","-$2,365.96","-43.369854325419%","","","-$2,365.96","-43.369854325418714%"
"CRWV","COREWEAVE INC CLASS A","11/25/2025","10/22/2025","6","$67.16","$123.45","$402.96","$740.72","-$337.76","-45.59887676855%","","-$337.76","Short Term","$740.72","No","","11/25/2025","$5,455.31","-$2,365.96","-43.369854325419%","","","-$2,365.96","-43.369854325418714%"
